#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
6384082;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;c6 ;"∆";1;1;COM3;;
6384106;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384115;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384127;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384139;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384151;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;1a ;".";1;1;COM3;;
6384166;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;c5 ;"≈";1;1;COM3;;
6384190;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384199;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384211;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384223;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384235;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;1c ;".";1;1;COM3;;
6384247;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;c3 ;"√";1;1;COM3;;
6384274;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384283;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384295;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384307;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384319;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;1d ;".";1;1;COM3;;
6384331;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;c2 ;"¬";1;1;COM3;;
6384358;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384370;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384379;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384391;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384403;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;1e ;".";1;1;COM3;;
6384415;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;c1 ;"¡";1;1;COM3;;
6384442;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384454;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384466;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384478;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384488;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384502;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;bf ;"ø";1;1;COM3;;
6384526;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384538;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384550;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384562;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384574;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;22 ;"""";1;1;COM3;;
6384586;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;bd ;"Ω";1;1;COM3;;
6384610;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384622;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384634;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384646;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384658;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;24 ;"$";1;1;COM3;;
6384670;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;bb ;"ª";1;1;COM3;;
6384694;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;05 ;".";1;1;COM3;;
6384706;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384718;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;00 ;".";1;1;COM3;;
6384730;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;20 ;" ";1;1;COM3;;
6384740;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;25 ;"%";1;1;COM3;;
6384752;05/05/2020 21:12:44;IRP_MJ_WRITE;DOWN;;ba ;"∫";1;1;COM3;;
